model,scenario,region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2,Mt CO2/yr,35775.43186,39478.48029,51109.39526,23686.28156,186.410248,-3111.930541,-3712.916562,-6778.937259,-12773.70706,-21665.96217
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,32646.98027,40341.80018,52976.78824,24872.64455,16626.16437,11756.36403,6726.827301,-436.1073485,-9339.732387,-18383.86489
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,19347.72192,22504.85324,28012.95569,21257.92681,20599.4332,19007.07459,16368.96701,12292.30094,5639.212931,848.6293758
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,9307.491697,10466.70842,12384.19521,5591.439523,4070.325776,2487.523219,1021.611872,-397.2732109,-2386.721235,-4296.476702
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,2853.628955,3526.9168,4886.225979,3856.897339,3606.037224,2815.852878,1723.329822,816.0294206,281.1572476,106.9531718
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial and Industry,Mt CO2/yr,12161.12065,13993.62522,17270.42119,9448.336863,7676.363,5303.376097,2744.941694,418.7562097,-2105.563987,-4189.523531
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,7186.601373,8511.22818,10742.53473,11809.59082,12923.07214,13703.69947,13624.02588,11873.54626,7744.778928,5038.154096
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,13299.25915,17836.94775,24963.83422,3614.719779,-3973.268011,-7250.710106,-9642.139623,-12728.40825,-14978.9453,-19232.49426
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,11668.8312,15499.87652,20363.23204,2201.126258,-2992.63072,-4918.093525,-5890.651392,-6391.670961,-4397.87689,-5446.091018
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Land Use,Mt CO2/yr,3128.451586,-863.319894,-1867.392982,-1186.36299,-16439.75412,-14868.29457,-10439.74386,-6342.82991,-3433.974678,-3282.09728
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,1813.315031,2638.280735,4086.310797,20541.37054,29957.61585,34654.33929,37637.27608,37708.87748,33732.06032,33297.19582
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Biomass,Mt CO2/yr,0,60.91617741,187.2659975,5052.797374,9012.508912,10790.79882,12407.921,14701.41104,16480.43597,19663.99167
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy,Mt CO2/yr,0,60.91617741,187.2659975,5052.797374,9012.508912,10790.79882,12407.921,14701.41104,16480.43597,19663.99167
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Demand|Industry,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply,Mt CO2/yr,0,59.98139378,184.8157928,4971.145043,8885.379819,10652.41921,12223.50628,14462.66188,16313.98679,19357.59789
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply|Electricity,Mt CO2/yr,0,13.2093555,44.4592379,3594.239039,5824.784316,6620.489673,7299.138239,7502.037843,4910.924762,5392.091243
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Biomass|Industrial Processes,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Fossil,Mt CO2/yr,1813.315031,2577.364558,3899.0448,15488.57316,20945.10693,23863.54047,25229.35508,23007.46644,17251.62436,13633.20415
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy,Mt CO2/yr,1813.315031,2492.069193,3824.704283,14465.26938,19905.67771,22864.08885,24318.60522,22211.09891,16585.50458,13083.42466
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Demand|Industry,Mt CO2/yr,1813.315031,2308.939611,3024.192728,3543.073433,4164.24892,4687.263242,5184.266217,5654.295393,5849.36106,6399.599309
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply,Mt CO2/yr,0,179.3701782,789.2475465,10799.46428,15495.19765,17837.07779,18724.21422,16087.02167,10274.33784,6341.71588
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply|Electricity,Mt CO2/yr,0,145.6088138,518.4984868,10380.1758,14988.84393,17278.45526,18233.42704,15668.37448,9354.111954,5200.976134
GCAM4,SSP5-26-SPA5-V17,World,Emissions|CO2|Carbon Capture and Storage|Fossil|Industrial Processes,Mt CO2/yr,0,85.29536473,74.34051643,1023.30378,1039.429226,999.4516217,910.7498583,796.3675353,666.1197803,549.779494
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2,Mt CO2/yr,35775.43186,41976.03114,35675.39267,4907.895634,-8996.212513,-9657.791036,-9489.145969,-12164.53328,-18180.57065,-26395.09346
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,32646.98027,40366.02631,31325.27297,14393.77082,10379.83468,7453.463497,2844.077851,-4534.644679,-13105.73692,-22550.79946
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,19347.72192,22520.59265,20219.37997,17857.71715,17194.16552,15635.67823,13031.73057,8974.653582,3771.645432,-686.1354009
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,9307.491697,10473.85949,6882.361009,4135.804816,2726.90479,1398.77727,202.8076377,-1092.962785,-2824.752833,-4801.695055
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,2853.628955,3530.500594,3530.09822,3252.554991,2820.450588,1970.091903,1069.526075,460.8430277,172.818042,72.14966436
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial and Industry,Mt CO2/yr,12161.12065,14004.36008,10412.45923,7388.359806,5547.355378,3368.869173,1272.333712,-632.1197569,-2651.934791,-4729.54539
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,7186.601373,8516.232659,9806.921193,10469.35982,11646.81202,12266.81064,11759.39789,9606.774713,6423.58108,4043.412341
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,13299.25915,17845.4348,11105.89429,-3463.945265,-6814.330583,-8182.21443,-10187.65259,-13509.29825,-16877.38235,-21864.66404
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,11668.8312,15507.0597,9092.442875,-1564.97075,-3952.29866,-4579.985955,-5237.84123,-5971.150682,-5767.766837,-8158.484995
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Land Use,Mt CO2/yr,3128.451586,1610.004832,4350.119704,-9485.875187,-19376.04719,-17111.25453,-12333.22382,-7629.888596,-5074.833732,-3844.293993
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,1813.315031,2636.919175,11205.14908,26831.48391,33103.42005,35967.90419,36146.43742,33253.0416,31133.42823,32624.459
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Biomass,Mt CO2/yr,0,59.86871176,1774.181509,8052.133733,10281.30363,11069.74688,12446.62417,14839.31063,17349.79649,21900.49752
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy,Mt CO2/yr,0,59.86871176,1774.181509,8052.133733,10281.30363,11069.74688,12446.62417,14839.31063,17349.79649,21900.49752
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Demand|Industry,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply,Mt CO2/yr,0,58.94925784,1747.132275,7977.883523,10160.62349,10933.55916,12261.28246,14601.9141,17067.27298,21259.28898
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply|Electricity,Mt CO2/yr,0,12.97938547,1073.092816,4311.158573,5730.929576,6087.558538,6516.722065,6676.757986,5910.988504,8052.433574
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Biomass|Industrial Processes,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Fossil,Mt CO2/yr,1813.315031,2577.050464,9430.967573,18779.35018,22822.11643,24898.1573,23699.81325,18413.73097,13783.63174,10723.96148
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy,Mt CO2/yr,1813.315031,2491.719776,8618.588856,17770.15384,21821.36476,23960.94057,22860.48544,17689.08922,13177.17439,10230.26536
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Demand|Industry,Mt CO2/yr,1813.315031,2307.970201,2842.248393,3546.374153,4152.661687,4663.990846,5151.196605,5650.917446,6185.020513,6878.164435
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply,Mt CO2/yr,0,179.9836112,5725.835887,14083.76852,17401.07494,18930.91354,17280.72346,11579.80114,6598.672266,3104.159024
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply|Electricity,Mt CO2/yr,0,146.0566231,5470.912622,13686.98776,16955.40828,18444.24492,16835.46825,11219.02429,6409.07962,3009.324929
GCAM4,SSP5-19-SPA5-V18,World,Emissions|CO2|Carbon Capture and Storage|Fossil|Industrial Processes,Mt CO2/yr,0,85.3306872,812.3787173,1009.196342,1000.751668,937.2167347,839.3278043,724.6417493,606.4573497,493.6961187
